Sample name,Roof ,Datetime,B,B.rsd,Na,Na.rsd,Mg,Mg.rsd,Al,Al.rsd,Ti,Ti.rsd,V,V.rsd,Cr,Cr.rsd,Mn,Mn.rsd,Fe,Fe.rsd,Co,Co.rsd,Ni,Ni.rsd,Cu,Cu.rsd,Zn,Zn.rsd,As,As.rsd,Sr,Sr.rsd,Mo,Mo.rsd,Cd,Cd.rsd,Ba,Ba.rsd,Pb,Pb.rsd
we3 051919 19,Conventional ,5/19/2019 1:40,0,0,3.896119516,0,10.47375526,0,0,0,0,0,0.117419941,65.9119833,0,0,0.212538891,0,0,0,0,0,0,0,0,0,0,5.878608089,0.137657361,26.63205059,0.723972732,86.63473117,0,0,0,170.1285603,5.564469476,0,0,0
we2 051919 02 ,Eco,5/19/2019 1:55,5.765955625,0,2833.773764,0,554.1716093,0,80.57251594,0,1.170008542,0,3.090208458,0,0,0,7.560822278,0,62.91262398,0,0.15312713,0,0,0,0,0,54.009664,5.565351303,0.918015327,0,36.15129027,15.18403882,0.375685821,0,0,48.10483553,19.21695726,0,0,0
we3 051919 20 ,Conventional ,5/19/2019 2:40,0,0,26.33426916,0,14.55237004,0,2.598806204,0,0,0,0.152476716,28.7269952,0,0,0,0,0,0,0,0,0,0,0,0,0,12.34170514,0.057126654,86.60254038,3.490436982,60.18132113,0,0,0,84.93774201,12.66716272,0,0,15.29727545
we2 051919 03 ,Eco,5/19/2019 3:35,5.189270376,0,3299.356944,0,733.0859972,0,73.66162047,0,5.262678909,0,3.588332679,0,0.026560866,0,7.462562237,0,65.87039173,0,0.419463673,0,0,0,0,0,77.77815789,5.080256619,1.238153509,0,33.67441367,18.38786553,0.297266456,0,0.508790259,15.66807284,19.44911315,0,0,0
we3 051919 21,Conventional ,5/19/2019 4:00,0,0,0,0,10.84027293,0,0,0,0,0,0.092678842,10.33562194,0,0,0,0,0,0,0,0,0,0,0,0,0,4.340666666,0.020517402,86.60254038,1.835688117,34.83678446,0,0,0,121.927397,7.797342243,0,0,0
we2 051919 04 ,Eco,5/19/2019 5:35,4.519839603,0,2582.532041,0,614.824608,0,65.33587329,0,3.556033337,0,3.143178934,0,0,0,3.717089345,0,49.13192072,0,0.111560644,0,0,0,0,0,0,2.289393051,0.695934988,0,33.96470764,6.468952538,0.351229493,0,0,170.1285603,20.52627251,0,0,0
we2 051919 05 ,Eco,5/19/2019 8:50,3.904584771,0,2672.098722,0,624.325834,0,67.4860754,0,6.539551533,0,3.071250566,0,0,0,3.635633798,0,44.38093497,0,0.422520037,0,0,0,0,0,95.05095905,3.694013588,0.643046288,0,39.29996177,11.57056209,0.53806643,0,0,87.46946173,18.23894869,0,0,8.284418072
we3 052519 06 ,Conventional ,5/25/2019 15:10,0,0,0,0,3.108161012,0,0,0,0,0,0.171245516,0,0,0,0.077115751,0,0,0,0,0,0,0,0,0,0,0,0.017987106,86.60254038,0,0,0.061065113,0,0,56.29107841,5.597846921,0,0,0
we3 052519 07 ,Conventional ,5/25/2019 16:15,0.168751173,1.324583201,584.595119,0,36.55366517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056840179,86.60254038,1.60257781,0,0,0,0,56.17375657,9.448756036,0,0,0
we2 052519 02 ,Eco,5/25/2019 20:15,4.571193511,0,2417.420858,0,431.605393,0,0,0,4.031344882,0,2.719667338,0,0,0,0,0,42.00407006,0,0,0,0,0,0,0,0,0,0.917282671,0,30.09326449,0,0.175466851,0,0,56.27735115,11.51558702,0,0,0
we3 122318 03 ,Conventional,12/23/2018 7:00,0,0,991.145657,0,106.0322865,0,0,0,0,0,0.001509941,0,0,0,0.278936013,0,0,0,0,0,0,0,0,0,0,7.983745269,0,0,1.908066591,0,0,0,0,144.898376,5.867705807,0,0,0
we3 122918 02 ,Conventional,12/29/2018 18:35,0,0.018963954,69.83794711,0,31.12743636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.972763432,0,0,0.748551682,0,0,0,0,0,7.567651729,0,0,0
we3 122918 03 ,Conventional,12/29/2018 20:55,0,0.241175013,14.97467239,0,6.688812661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.261701976,0.023755384,0,0,0,0,0,0,58.39697907,6.073215142,0,0,0
