"","storm_id","pollutant","roof","p_mg_m2"
"701",23,"sr","eco",0.655715342606726
"702",23,"ti","con",0
"703",23,"ti","eco",0
"704",23,"v","con",0.00031029721025635
"705",23,"v","eco",0.0288715290107551
"706",23,"zn","con",0
"707",23,"zn","eco",0
"708",24,"al","con",0.0853329832328511
"709",24,"al","eco",0.0321097794974087
"710",24,"as","con",0
"711",24,"as","eco",0.00612824968770836
"712",24,"b","con",0.00252732932820602
"713",24,"b","eco",0.00462803839673212
"714",24,"ba","con",0.0439062211544129
"715",24,"ba","eco",0.117493499601831
"716",24,"cd","con",6.98971754723142e-05
"717",24,"cd","eco",3.48666796871432e-05
"718",24,"co","con",3.24792900084548e-05
"719",24,"co","eco",0.000667278857402604
"720",24,"cr","con",0
"721",24,"cr","eco",0.00153860195246994
"722",24,"cu","con",0
"723",24,"cu","eco",0
"724",24,"fe","con",0.0488453962520631
"725",24,"fe","eco",0.17849599293593
"726",24,"mg","con",0.140055344900796
"727",24,"mg","eco",6.91644485162747
"728",24,"mn","con",0
"729",24,"mn","eco",0
"730",24,"mo","con",8.76825972762206e-05
"731",24,"mo","eco",0.00110183780675967
"732",24,"na","con",0.0669234985228735
"733",24,"na","eco",15.5999232695037
"734",24,"ni","con",0
"735",24,"ni","eco",0
"736",24,"no3","con",0.137933491791956
"737",24,"no3","eco",1.05523507561213
"738",24,"pb","con",0
"739",24,"pb","eco",0
"740",24,"po4","con",0.0312931976812419
"741",24,"po4","eco",1.13590919073237
"742",24,"sr","con",0.00676260440538979
"743",24,"sr","eco",0.399017435810071
"744",24,"ti","con",0
"745",24,"ti","eco",0.0166820579638073
"746",24,"v","con",0
"747",24,"v","eco",0.0220292944980875
"748",24,"zn","con",0.122956568758692
"749",24,"zn","eco",0.265217835368974
"750",25,"al","con",0
"751",25,"al","eco",0.317666758565003
"752",25,"as","con",0
"753",25,"as","eco",0.011690757795057
"754",25,"b","con",0
"755",25,"b","eco",0.0869667550031534
"756",25,"ba","con",0.0951339237734516
"757",25,"ba","eco",0.250559029413651
"758",25,"cd","con",0.000438898387270073
"759",25,"cd","eco",0
"760",25,"co","con",0
"761",25,"co","eco",0.00206966119619551
"762",25,"cr","con",0
"763",25,"cr","eco",0
"764",25,"cu","con",0
"765",25,"cu","eco",0
"766",25,"fe","con",0
"767",25,"fe","eco",0.502375610139984
"768",25,"mg","con",0
"769",25,"mg","eco",14.1991340728016
"770",25,"mn","con",0
"771",25,"mn","eco",0
"772",25,"mo","con",0
"773",25,"mo","eco",0.00125384306797784
"774",25,"na","con",0
"775",25,"na","eco",30.4291522753625
"776",25,"ni","con",0
"777",25,"ni","eco",0
"778",25,"no3","con",0
"779",25,"no3","eco",0
"780",25,"pb","con",0
"781",25,"pb","eco",0
"782",25,"po4","con",0
"783",25,"po4","eco",1.7720820038873
"784",25,"sr","con",0
"785",25,"sr","eco",0.959443279919403
"786",25,"ti","con",0
"787",25,"ti","eco",0
"788",25,"v","con",0
"789",25,"v","eco",0.0584586269591916
"790",25,"zn","con",0.193912367257887
"791",25,"zn","eco",0.264342927239174
"792",26,"al","con",0
"793",26,"al","eco",0.194618297386363
"794",26,"as","con",0
"795",26,"as","eco",0.00426358986045669
"796",26,"b","con",0
"797",26,"b","eco",0.0794489006541192
"798",26,"ba","con",0
"799",26,"ba","eco",0.103264313678559
"800",26,"cd","con",0
"801",26,"cd","eco",7.71981286148965e-05
"802",26,"co","con",0
